Literal,row_count,unique_codes,unique_y_categories,codes,y_categories,is_duplicate_literal,same_literal_multiple_codes,same_literal_multiple_y_categories
depresión parto,1,1,1,F329,F,False,False,False
depresión reactiva,1,1,1,F329,F,False,False,False
depressiu,1,1,1,311,3,False,False,False
depressió,1,1,1,311,3,False,False,False
deprivación alcohol,1,1,1,29181,2,False,False,False
derivacion ventriculoperitoneal,1,1,1,V452,V,False,False,False
derivación ventriculoperitoneal,1,1,1,V452,V,False,False,False
dermatitis atopica parto,1,1,1,L209,L,False,False,False
dermatitis pruriginosa,1,1,1,L308,L,False,False,False
dermatitis seborreica,1,1,1,L219,L,False,False,False
derrame,1,1,1,J90,J,False,False,False
derrame pericárdico,1,1,1,I3139,I,False,False,False
derrame pleural izdo,1,1,1,J90,J,False,False,False
derrame pleural maligno,1,1,1,J910,J,False,False,False
desagarro vaginal,1,1,1,O714,O,False,False,False
desaturaciones rn,1,1,1,P285,P,False,False,False
desaturación,1,1,1,J9600,J,False,False,False
desbridamiento,1,1,1,8622,8,False,False,False
desbridamiento quemadura antebrazo derecho,1,1,1,0JBG0ZZ,0,False,False,False
desbridamiento ulcera sacra,1,1,1,0JB70ZZ,0,False,False,False
desconexión del medio,1,1,1,R401,R,False,False,False
desgaro clitoris,1,1,1,0UQJXZZ,0,False,False,False
desgaroo 1 grado,1,1,1,O700,O,False,False,False
desgarro 1,1,1,1,0HQ9XZZ,0,False,False,False
desgarro 1 grado,1,1,1,0HQ9XZZ,0,False,False,False
desgarro 1er grado,1,1,1,0HQ9XZZ,0,False,False,False
desgarro 1º,1,1,1,O700,O,False,False,False
desgarro CLITORIS,1,1,1,0UQJXZZ,0,False,False,False
desgarro I,1,1,1,O700,O,False,False,False
desgarro I grado,1,1,1,O700,O,False,False,False
desgarro I grado.,1,1,1,O700,O,False,False,False
"desgarro I,",1,1,1,O700,O,False,False,False
desgarro II,1,1,1,0KQM0ZZ,0,False,False,False
desgarro II grado,1,1,1,0KQM0ZZ,0,False,False,False
desgarro IIIA,1,1,1,0DQR0ZZ,0,False,False,False
desgarro IIIb,1,1,1,O7022,O,False,False,False
desgarro Iº.,1,1,1,O700,O,False,False,False
desgarro clitoris,1,1,1,0UQJXZZ,0,False,False,False
desgarro clítoris,1,1,1,0UQJXZZ,0,False,False,False
desgarro cérvix,1,1,1,0UQC7ZZ,0,False,False,False
desgarro de 1er grado,1,1,1,O700,O,False,False,False
desgarro de II,1,1,1,O701,O,False,False,False
desgarro de II grado,1,1,1,O701,O,False,False,False
desgarro de labio menor,1,1,1,O700,O,False,False,False
desgarro de primer grado,1,1,1,O700,O,False,False,False
desgarro de segundo grado,1,1,1,O701,O,False,False,False
desgarro en vagina,1,1,1,O714,O,False,False,False
desgarro grado 1,1,1,1,0HQ9XZZ,0,False,False,False
desgarro grado 1º,1,1,1,O700,O,False,False,False
desgarro grado 2º,1,1,1,0KQM0ZZ,0,False,False,False
desgarro grado II,1,1,1,66411,6,False,False,False
desgarro grado dos,1,1,1,O701,O,False,False,False
desgarro labio,1,1,1,0UQMXZZ,0,False,False,False
desgarro paraclitoriano,1,1,1,O700,O,False,False,False
desgarro parauretral,1,1,1,O7182,O,False,False,False
desgarro tipo I,1,1,1,O700,O,False,False,False
desgarro utero,1,1,1,O7181,O,False,False,False
desgarro vagina posparto,1,1,1,O714,O,False,False,False
desgarro vaginal,1,1,1,O714,O,False,False,False
desgarro vaginal part,1,1,1,O714,O,False,False,False
desgarro vulvar,1,1,1,0UQMXZZ,0,False,False,False
"desgarro vulvar,",1,1,1,0UQMXZZ,0,False,False,False
desgarros de 1er grado,1,1,1,O700,O,False,False,False
desgarros de I grado,1,1,1,7569,7,False,False,False
desgarros grado 1,1,1,1,O700,O,False,False,False
desgarros vulvar,1,1,1,0UQMXZZ,0,False,False,False
deshidratacion,1,1,1,E860,E,False,False,False
deshidratació,1,1,1,E860,E,False,False,False
deshidratación,1,1,1,27651,2,False,False,False
deshidratación rn,1,1,1,P741,P,False,False,False
deshidratacon,1,1,1,E860,E,False,False,False
deshidratado,1,1,1,E860,E,False,False,False
desnutricion,1,1,1,E46,E,False,False,False
desnutrición grave,1,1,1,E43,E,False,False,False
desnutrición severa,1,1,1,E43,E,False,False,False
desorientacion,1,1,1,R410,R,False,False,False
desorientacón,1,1,1,R410,R,False,False,False
desorientada,1,1,1,R410,R,False,False,False
desorientado,1,1,1,R410,R,False,False,False
desprendimiento placenta,1,1,1,O458X3,O,False,False,False
desprendimiento prematuro de placenta,1,1,1,O458X3,O,False,False,False
desproporción cefalo-pélvica,1,1,1,O334XX0,O,False,False,False
desproporción pelvico-cefálica,1,1,1,O334XX0,O,False,False,False
desproporción pelvico-fetal,1,1,1,O334XX0,O,False,False,False
desproporción pelvico-fetal.,1,1,1,O334XX0,O,False,False,False
desproporción pélvico fetal 2,1,1,1,66011,6,False,False,False
deterior cognitivo,1,1,1,F09,F,False,False,False
deterioro cognitivo,1,1,1,F09,F,False,False,False
deterioro cognitivo leve,1,1,1,G3184,G,False,False,False
deterioro de función renal,1,1,1,N179,N,False,False,False
deterioro de la función renal,1,1,1,N179,N,False,False,False
deterioro función renal,1,1,1,N179,N,False,False,False
detorsión testicular derecho,1,1,1,0VN90ZZ,0,False,False,False
dexametasona,1,1,1,9923,9,False,False,False
dexketoprofeno,1,1,1,3E0333Z,3,False,False,False
dexketoprofeno ev,1,1,1,3E0333Z,3,False,False,False
dg,1,1,1,O24424,O,False,False,False
dga 1,1,1,1,O24420,O,False,False,False
dga1,1,1,1,O24420,O,False,False,False
dga2,1,1,1,O24424,O,False,False,False
diabetes gestacional A1,1,1,1,O24420,O,False,False,False
diabetes gestacional con insulina,1,1,1,O24424,O,False,False,False
diabetes gestacional insulinizada,1,1,1,O24424,O,False,False,False
diabetes mellitus,1,1,1,E119,E,False,False,False
diabetes part,1,1,1,O2412,O,False,False,False
diabética nefropatia,1,1,1,25040,2,False,False,False
diarrea,1,1,1,R197,R,False,False,False
diarreas,1,1,1,78791,7,False,False,False
diarreco,1,1,1,78791,7,False,False,False
diarrees,1,1,1,R197,R,False,False,False
diarreico,1,1,1,R197,R,False,False,False
diarreiques,1,1,1,R197,R,False,False,False
diastasis rectos,1,1,1,M6208,M,False,False,False
dificultad marcha,1,1,1,R2689,R,False,False,False
dificultad respiratoria,1,1,1,78609,7,False,False,False
dilatacion esofago,1,1,1,0D758ZZ,0,False,False,False
dilatacion laringe,1,1,1,3198,3,False,False,False
dilatación de aorta ascendente,1,1,1,4412,4,False,False,False
dilatación esofágica,1,1,1,4292,4,False,False,False
dilipemia,1,1,1,E785,E,False,False,False
dinoprostona,1,1,1,3E0P7VZ,3,False,False,False
dinámica uterina,1,1,1,O622,O,False,False,False
dinámica uterina sin modificaciones,1,1,1,O622,O,False,False,False
diplejia espastica,1,1,1,G801,G,False,False,False
diplopia,1,1,1,H532,H,False,False,False
diplopia binocular,1,1,1,H532,H,False,False,False
disautonomia secundària,1,1,1,3379,3,False,False,False
discapacidad intelectual,1,1,1,F79,F,False,False,False
discopatía L4-L5,1,1,1,M5186,M,False,False,False
discopatía L5-S1,1,1,1,M5187,M,False,False,False
discopatía lumbar,1,1,1,M5186,M,False,False,False
diseminación peritoneal,1,1,1,C786,C,False,False,False
disfagia,1,1,1,R1310,R,False,False,False
disfonía,1,1,1,R490,R,False,False,False
disforia de género,1,1,1,F640,F,False,False,False
disfunción crónica del injerto,1,1,1,T8612,T,False,False,False
disfunción diastólica,1,1,1,I5030,I,False,False,False
dislipemia,1,1,1,2724,2,False,False,False
dislipemia familiar,1,1,1,2724,2,False,False,False
dislipemia part,1,1,1,O99284,O,False,False,False
dislipémia,1,1,1,2724,2,False,False,False
disminucion de movimientos fetales,1,1,1,O368130,O,False,False,False
disminución de nivel de conciencia,1,1,1,78009,7,False,False,False
disminución del nivel de conciencia,1,1,1,R404,R,False,False,False
disminución del nivel de consciencia,1,1,1,R404,R,False,False,False
disnea,1,1,1,R0600,R,False,False,False
dispepsia funcional,1,1,1,K30,K,False,False,False
displasia pulmonar,1,1,1,Q336,Q,False,False,False
distimia,1,1,1,3004,3,False,False,False
distocia,1,1,1,66001,6,False,False,False
distocia cesarea,1,1,1,66021,6,False,False,False
distocia de descenso,1,1,1,O640XX0,O,False,False,False
distocia de hombro,1,1,1,O660,O,False,False,False
distocia de hombros,1,1,1,10S07ZZ,1,False,False,False
distocia de rotación,1,1,1,O649XX0,O,False,False,False
distocia rotacion,1,1,1,O640XX0,O,False,False,False
distocia social,1,1,1,Z658,Z,False,False,False
distonía cervical,1,1,1,G248,G,False,False,False
distócia 2,1,1,1,65281,6,False,False,False
diu,1,1,1,0UH98HZ,0,False,False,False
diuretico,1,1,1,3E0337Z,3,False,False,False
diurético endovenoso,1,1,1,3E0337Z,3,False,False,False
diverticulitis no complicada,1,1,1,K5732,K,False,False,False
diverticulosi,1,1,1,K5730,K,False,False,False
diverticulosis,1,1,1,K5730,K,False,False,False
diverticulosis colon,1,1,1,K5730,K,False,False,False
divertículos,1,1,1,K5730,K,False,False,False
divertículos en sigma,1,1,1,K5730,K,False,False,False
divertículos vejiga,1,1,1,N323,N,False,False,False
divertículos vesicales,1,1,1,N323,N,False,False,False
diveticulosis,1,1,1,56210,5,False,False,False
dl,1,1,1,E785,E,False,False,False
dlp,1,1,1,E785,E,False,False,False
dm 1 parto,1,1,1,E109,E,False,False,False
dm 2 parto,1,1,1,O2412,O,False,False,False
dm anteparto,1,1,1,64803,6,False,False,False
dmnid,1,1,1,E119,E,False,False,False
doble J izq,1,1,1,0T9480Z,0,False,False,False
doble J izquierdo,1,1,1,0T9480Z,0,False,False,False
doble anexectomia lap,1,1,1,0UT74ZZ,0,False,False,False
doble anexectomía por vía laparoscópica,1,1,1,6563,6,False,False,False
doble annexectomia,1,1,1,6561,6,False,False,False
doble annexectomia lap,1,1,1,6563,6,False,False,False
doble j derecho,1,1,1,0T9380Z,0,False,False,False
doble j izq,1,1,1,0T9480Z,0,False,False,False
doble j izquierdo,1,1,1,0T9480Z,0,False,False,False
doble lesión aórtica,1,1,1,I352,I,False,False,False
doble salpingectomía,1,1,1,0UT70ZZ,0,False,False,False
doble uréter,1,1,1,Q625,Q,False,False,False
dobutamina,1,1,1,3E063XZ,3,False,False,False
dolicocolon,1,1,1,Q438,Q,False,False,False
dolor abdomina,1,1,1,78900,7,False,False,False
dolor abdominal anteparto,1,1,1,64893,6,False,False,False
dolor abdomino-pélvico,1,1,1,R1030,R,False,False,False
dolor agudo traumatico,1,1,1,G8911,G,False,False,False
dolor boca,1,1,1,K1379,K,False,False,False
dolor cervical,1,1,1,M542,M,False,False,False
dolor ciático,1,1,1,M5430,M,False,False,False
dolor cronico neoplasia,1,1,1,3383,3,False,False,False
dolor crònic,1,1,1,G8929,G,False,False,False
dolor en hombro derecho,1,1,1,M25511,M,False,False,False
dolor epigástrico,1,1,1,R1013,R,False,False,False
dolor hombro izquiedo,1,1,1,M25512,M,False,False,False
dolor lumbar,1,1,1,M545,M,False,False,False
dolor ojo,1,1,1,37991,3,False,False,False
dolor osteomuscular,1,1,1,7291,7,False,False,False
dolor poliarticular,1,1,1,71949,7,False,False,False
dolor post IQ,1,1,1,33818,3,False,False,False
dolor postoperatorio agudo,1,1,1,33818,3,False,False,False
dolor qx,1,1,1,G8918,G,False,False,False
dolor toracico,1,1,1,R079,R,False,False,False
dolor torácico,1,1,1,R079,R,False,False,False
dolor torácico crónico,1,1,1,R0789,R,False,False,False
dolores lumbares,1,1,1,M545,M,False,False,False
dolores óseos,1,1,1,M898X9,M,False,False,False
dolors articulars,1,1,1,71949,7,False,False,False
dolr cronico,1,1,1,G8929,G,False,False,False
donante antebrazo derecho,1,1,1,0HDDXZZ,0,False,False,False
donante de médula ósea,1,1,1,V593,V,False,False,False
donante enmuerte,1,1,1,0093,0,False,False,False
donante muslo izquierdo,1,1,1,0HDJXZZ,0,False,False,False
dorsal ancho mama derecha,1,1,1,0KBF0ZZ,0,False,False,False
dorsalgi,1,1,1,M549,M,False,False,False
dorsalgia,1,1,1,7245,7,False,False,False
dorsolumbalgia,1,1,1,M545,M,False,False,False
drenaje Mama derecha,1,1,1,0H9T0ZZ,0,False,False,False
drenaje Mama izquierda,1,1,1,0H9U0ZZ,0,False,False,False
drenaje abdomen,1,1,1,0W9F4ZZ,0,False,False,False
drenaje absceso anal,1,1,1,0D9QXZZ,0,False,False,False
drenaje de absceso de mama derecha,1,1,1,0H9T0ZZ,0,False,False,False
drenaje de absceso vulvar,1,1,1,0U9M0ZZ,0,False,False,False
drenaje mama der,1,1,1,0H9T0ZZ,0,False,False,False
drenaje piel,1,1,1,8604,8,False,False,False
drenaje pleural,1,1,1,0W9B3ZZ,0,False,False,False
drenatge Absces anal,1,1,1,0D9QXZZ,0,False,False,False
drenatge toràcic esquerre,1,1,1,0W9B30Z,0,False,False,False
drenatge transtimpanic,1,1,1,2001,2,False,False,False
drepanocitosis,1,1,1,28260,2,False,False,False
duodenal,1,1,1,0DB98ZX,0,False,False,False
duodeno,1,1,1,0DB98ZX,0,False,False,False
duplicidad renal part,1,1,1,O26833,O,False,False,False
duplicidad ureter,1,1,1,Q625,Q,False,False,False
déficit B12,1,1,1,E538,E,False,False,False
déficit IgA,1,1,1,D802,D,False,False,False
déficit de B12,1,1,1,E538,E,False,False,False
déficit de Factor VII,1,1,1,D682,D,False,False,False
déficit de Vit. D,1,1,1,E559,E,False,False,False
déficit de Vit.D,1,1,1,E559,E,False,False,False
déficit de atención,1,1,1,R41840,R,False,False,False
déficit factor VII,1,1,1,D682,D,False,False,False
déficit factor XIII parto,1,1,1,D682,D,False,False,False
dísnea,1,1,1,R0600,R,False,False,False
e ptc,1,1,1,Y831,Y,False,False,False
ea AINEs,1,1,1,T39395A,T,False,False,False
ea metformina,1,1,1,T383X5A,T,False,False,False
ea qt,1,1,1,T451X5A,T,False,False,False
ea quimioteràpia,1,1,1,T451X5A,T,False,False,False
ecg,1,1,1,4A02X4Z,4,False,False,False
eco 2t,1,1,1,BY4CZZZ,B,False,False,False
eco abdominal,1,1,1,BW40ZZZ,B,False,False,False
eco gemelos 2t,1,1,1,BY4DZZZ,B,False,False,False
eco obs,1,1,1,8878,8,False,False,False
eco obst,1,1,1,BY4FZZZ,B,False,False,False
eco obstet,1,1,1,BY4FZZZ,B,False,False,False
eco pulmonar,1,1,1,BB4BZZZ,B,False,False,False
eco renal,1,1,1,8875,8,False,False,False
eco urinaria,1,1,1,BT4JZZZ,B,False,False,False
eco utero,1,1,1,BU46ZZZ,B,False,False,False
eco-doppler renal,1,1,1,B448ZZZ,B,False,False,False
ecoTV,1,1,1,8878,8,False,False,False
ecocardio NEN,1,1,1,B24DZZZ,B,False,False,False
ecocardiografía rn,1,1,1,B24DZZZ,B,False,False,False
ecocardiografía transesofágica,1,1,1,B246ZZ4,B,False,False,False
ecocardiografías,1,1,1,8872,8,False,False,False
ecocardiograma,1,1,1,8872,8,False,False,False
ecogafía renovesical,1,1,1,BT4JZZZ,B,False,False,False
ecografia ABD,1,1,1,BW40ZZZ,B,False,False,False
ecografia abdominal,1,1,1,BW40ZZZ,B,False,False,False
ecografia obstetrica,1,1,1,8878,8,False,False,False
ecografia tiroidea,1,1,1,8871,8,False,False,False
ecografia transvaginal,1,1,1,8879,8,False,False,False
ecografia trasfontanelar,1,1,1,B040ZZZ,B,False,False,False
ecografias trasfontanelar,1,1,1,B040ZZZ,B,False,False,False
ecografía abd,1,1,1,BW40ZZZ,B,False,False,False
ecografía abdomen,1,1,1,8876,8,False,False,False
ecografía axilar,1,1,1,BH47ZZZ,B,False,False,False
ecografía cervical,1,1,1,8871,8,False,False,False
ecografía de abdomen,1,1,1,BW40ZZZ,B,False,False,False
"ecografía de cadera derecha,",1,1,1,BQ40ZZZ,B,False,False,False
ecografía obst,1,1,1,8878,8,False,False,False
ecografía renal,1,1,1,BT4JZZZ,B,False,False,False
ecografía transvaginal,1,1,1,8879,8,False,False,False
ecografías cerebral,1,1,1,B040ZZZ,B,False,False,False
ecografías obs,1,1,1,8878,8,False,False,False
ectasia pieloureteral,1,1,1,59389,5,False,False,False
ectasia piélica izquierda,1,1,1,N2889,N,False,False,False
eczema,1,1,1,L309,L,False,False,False
edema EII,1,1,1,R600,R,False,False,False
edema cuerdas vocales,1,1,1,J384,J,False,False,False
edema de miembros inferiores,1,1,1,R600,R,False,False,False
edema en miembros inferiores,1,1,1,R600,R,False,False,False
edema glotis,1,1,1,4786,4,False,False,False
edema maxilar,1,1,1,7823,7,False,False,False
edema perilesional,1,1,1,3485,3,False,False,False
edema vulva,1,1,1,6248,6,False,False,False
edemas,1,1,1,7823,7,False,False,False
edemas en extremidades inferiores,1,1,1,R600,R,False,False,False
eef,1,1,1,3726,3,False,False,False
efermedad autoinmune,1,1,1,27949,2,False,False,False
electrocardiograma,1,1,1,4A02X4Z,4,False,False,False
electroencefalograma,1,1,1,4A10X4Z,4,False,False,False
elevación de GGT,1,1,1,R748,R,False,False,False
elevación transaminasas,1,1,1,R740,R,False,False,False
elongació cervical,1,1,1,6226,6,False,False,False
elongación cervical,1,1,1,N884,N,False,False,False
embarazo ectópico tubárico izquierdo,1,1,1,O00102,O,False,False,False
embarazo incidental,1,1,1,Z331,Z,False,False,False
embolizacion,1,1,1,3979,3,False,False,False
embolizacion arteria uterina,1,1,1,6825,6,False,False,False
embolización,1,1,1,3979,3,False,False,False
emesis gravídica,1,1,1,O210,O,False,False,False
emg,1,1,1,4A0FX3Z,4,False,False,False
emld,1,1,1,0W8NXZZ,0,False,False,False
empeoramiento de la función renal,1,1,1,N179,N,False,False,False
empiema,1,1,1,5109,5,False,False,False
encefalomalacia,1,1,1,G9389,G,False,False,False
encefalopatia metabolica,1,1,1,34831,3,False,False,False
encopresis,1,1,1,F981,F,False,False,False
endometrioma,1,1,1,6171,6,False,False,False
endometrioma ovario derecho,1,1,1,N801,N,False,False,False
endometriosis intestinal,1,1,1,6175,6,False,False,False
endometriosis intestino,1,1,1,6175,6,False,False,False
endometriosis ovárica,1,1,1,N801,N,False,False,False
endometriosis pélvica,1,1,1,N803,N,False,False,False
endometriosis recto,1,1,1,6175,6,False,False,False
endometriosis trompa,1,1,1,6172,6,False,False,False
endometriosis utero,1,1,1,6170,6,False,False,False
endometritis CRÓNICA,1,1,1,N711,N,False,False,False
endometritis crónica,1,1,1,N711,N,False,False,False
endometritis puerperal,1,1,1,67014,6,False,False,False
endoprótesis aórtica,1,1,1,Z95828,Z,False,False,False
endoscopica nasal,1,1,1,2219,2,False,False,False
enema,1,1,1,3E1H78Z,3,False,False,False
enemas,1,1,1,3E1H78Z,3,False,False,False
enf PARTO,1,1,1,O99892,O,False,False,False
enf alzehimer,1,1,1,F0280,F,False,False,False
enf anteparto,1,1,1,64893,6,False,False,False
enf madre rn,1,1,1,P0089,P,False,False,False
enfermedad autoinmune,1,1,1,M359,M,False,False,False
enfermedad coronaria de un vaso,1,1,1,41401,4,False,False,False
enfermedad de Caroli,1,1,1,75169,7,False,False,False
enfermedad de Kawasaki,1,1,1,4461,4,False,False,False
enfermedad inflamatoria pélvica,1,1,1,N739,N,False,False,False
enfermedad renal cronica terminal,1,1,1,N186,N,False,False,False
enfermedad renal crónica terminal,1,1,1,N186,N,False,False,False
enfisema centrolobulillar,1,1,1,J432,J,False,False,False
enol,1,1,1,F1010,F,False,False,False
enolismo,1,1,1,F1020,F,False,False,False
enoxaparina,1,1,1,3E033GC,3,False,False,False
enterobacter cloacae,1,1,1,04185,0,False,False,False
enterocele,1,1,1,N815,N,False,False,False
enterococcus faecalis,1,1,1,B952,B,False,False,False
enterovirus,1,1,1,B341,B,False,False,False
entorsis,1,1,1,X509XXA,X,False,False,False
entropion,1,1,1,37400,3,False,False,False
eosinofilia,1,1,1,D721,D,False,False,False
eosinofílica,1,1,1,D721,D,False,False,False
epifisiodesis tibial,1,1,1,7827,7,False,False,False
epigastràlgia,1,1,1,R1013,R,False,False,False
epilepsia anteparto,1,1,1,64943,6,False,False,False
epilepsia focal,1,1,1,G40109,G,False,False,False
epileptica,1,1,1,34590,3,False,False,False
epilèpsia,1,1,1,G40909,G,False,False,False
epilèptica,1,1,1,G40909,G,False,False,False
epilèptiques,1,1,1,34590,3,False,False,False
epiléptica,1,1,1,34590,3,False,False,False
episitomia,1,1,1,0W8NXZZ,0,False,False,False
episodio paroxístico,1,1,1,R569,R,False,False,False
episodio vaso-vagal,1,1,1,R55,R,False,False,False
episodis paroxístics,1,1,1,R569,R,False,False,False
epistaxis,1,1,1,R040,R,False,False,False
epoc,1,1,1,J449,J,False,False,False
epoc bronquitis aguda,1,1,1,49122,4,False,False,False
epoc infección respiratoria,1,1,1,J440,J,False,False,False
epsitaxi,1,1,1,R040,R,False,False,False
equimosis,1,1,1,R233,R,False,False,False
eritema multiforme mayor,1,1,1,69512,6,False,False,False
eritrodermia generalizada,1,1,1,6959,6,False,False,False
eritromicina,1,1,1,3E03329,3,False,False,False
ertapenem,1,1,1,3E03329,3,False,False,False
escisión piel pierna derecha,1,1,1,0HBKXZZ,0,False,False,False
escisión piel pierna iqz,1,1,1,0HBLXZZ,0,False,False,False
esclerodactilia,1,1,1,L943,L,False,False,False
esclerosis multiple,1,1,1,G35,G,False,False,False
escoliosis CONGENITA,1,1,1,7542,7,False,False,False
escoliosis congenita,1,1,1,Q675,Q,False,False,False
escoliosis dorsal,1,1,1,M4184,M,False,False,False
escoliosis dorso-lumbar,1,1,1,M4185,M,False,False,False
esferocitosis hereditaria,1,1,1,2820,2,False,False,False
esfinterotomia,1,1,1,5185,5,False,False,False
esguince cervical,1,1,1,S134XXA,S,False,False,False
esguinç grau 2,1,1,1,O701,O,False,False,False
esofagitis eosinofilica,1,1,1,K200,K,False,False,False
esofagitis eosinofílica,1,1,1,K200,K,False,False,False
esofagitis eosinófila,1,1,1,53013,5,False,False,False
esparadrapo,1,1,1,V1509,V,False,False,False
espasmos esofágicos,1,1,1,5305,5,False,False,False
espatulas,1,1,1,10D07Z8,1,False,False,False
esplenectomía,1,1,1,Z9081,Z,False,False,False
esplenectomía laparoscópica,1,1,1,07TP4ZZ,0,False,False,False
esplenomegalia,1,1,1,R161,R,False,False,False
espondiloartritis,1,1,1,M479,M,False,False,False
espondilolisis lumbar,1,1,1,M47896,M,False,False,False
espondilolistesis L5-S1,1,1,1,M4317,M,False,False,False
espondilosis dorsal,1,1,1,M47814,M,False,False,False
espondilosis dorsolumbar,1,1,1,M47814,M,False,False,False
espàtules,1,1,1,10D07Z8,1,False,False,False
esquizoafectivo,1,1,1,F259,F,False,False,False
esquizofrenia,1,1,1,F209,F,False,False,False
estado amputación dedo mano derecha,1,1,1,Z89021,Z,False,False,False
estado anastomosis,1,1,1,Z980,Z,False,False,False
estancament ponderal,1,1,1,78341,7,False,False,False
esteatósico,1,1,1,K760,K,False,False,False
estenosis aórtica severa e insuficiencia mitral,1,1,1,I080,I,False,False,False
estenosis de canal lumbar,1,1,1,M48061,M,False,False,False
estenosis favi,1,1,1,T82858A,T,False,False,False
estenosis ureteral,1,1,1,5989,5,False,False,False
estenosis uretra,1,1,1,5989,5,False,False,False
esterilidad,1,1,1,N979,N,False,False,False
esterilidad primaria,1,1,1,6289,6,False,False,False
esterilitat,1,1,1,N979,N,False,False,False
esterilización,1,1,1,Z302,Z,False,False,False
esteroidea,1,1,1,E9320,E,False,False,False
esteroides,1,1,1,Z7952,Z,False,False,False
estimulación oxitocínica,1,1,1,734,7,False,False,False
estomatitis,1,1,1,K121,K,False,False,False
estrabismo,1,1,1,3789,3,False,False,False
estrenyiment,1,1,1,K5900,K,False,False,False
estreptococo agalactiae,1,1,1,04102,0,False,False,False
estreptococo grupo B positivo,1,1,1,O99824,O,False,False,False
estreptococo positivo,1,1,1,O99824,O,False,False,False
estress postraumatico,1,1,1,F4312,F,False,False,False
estreñido,1,1,1,K5900,K,False,False,False
estreñimiento,1,1,1,K5900,K,False,False,False
estreñimiento crónico,1,1,1,56400,5,False,False,False
estridor,1,1,1,R061,R,False,False,False
estrés,1,1,1,F439,F,False,False,False
estrés postraumático,1,1,1,Z733,Z,False,False,False
esv,1,1,1,I491,I,False,False,False
etmoidectomia bilateral,1,1,1,09BV4ZZ,0,False,False,False
eutiroidea,1,1,1,2449,2,False,False,False
eutiroideo enfermo,1,1,1,E0781,E,False,False,False
ev,1,1,1,I493,I,False,False,False
eventracion,1,1,1,5361,5,False,False,False
eventración,1,1,1,K432,K,False,False,False
ex -fumadora,1,1,1,Z87891,Z,False,False,False
ex Prematuridad,1,1,1,V137,V,False,False,False
ex alcohol,1,1,1,F1021,F,False,False,False
ex consumidor OH,1,1,1,F1021,F,False,False,False
ex prematur,1,1,1,V137,V,False,False,False
ex- fumadora,1,1,1,Z87891,Z,False,False,False
ex-Fumadora,1,1,1,Z87891,Z,False,False,False
ex-tabaquismo,1,1,1,Z87891,Z,False,False,False
exPrematur,1,1,1,V137,V,False,False,False
exPrematuro,1,1,1,V137,V,False,False,False
exantema,1,1,1,R21,R,False,False,False
exantema petequial,1,1,1,R21,R,False,False,False
excision vulva,1,1,1,0UBMXZZ,0,False,False,False
exeresis MAMA DERECHA,1,1,1,0HBT0ZZ,0,False,False,False
exeresis piel nariz,1,1,1,0HB1XZZ,0,False,False,False
exeresisi piel nariz,1,1,1,0HB1XZZ,0,False,False,False
exfumadora,1,1,1,Z87891,Z,False,False,False
expansor,1,1,1,8595,8,False,False,False
expansor mama,1,1,1,8595,8,False,False,False
expansor mama der,1,1,1,0HHT0NZ,0,False,False,False
expansor mama izq,1,1,1,0HHU0NZ,0,False,False,False
expansor mama izquierda,1,1,1,0HHU0NZ,0,False,False,False
exprematur,1,1,1,V137,V,False,False,False
exprematura,1,1,1,V137,V,False,False,False
exprematuro,1,1,1,V137,V,False,False,False
expretérmino,1,1,1,V137,V,False,False,False
extraccio manual placenta,1,1,1,10D17Z9,1,False,False,False
extraccion manual de la placenta,1,1,1,10D17Z9,1,False,False,False
extraccion manual de placenta,1,1,1,10D17Z9,1,False,False,False
extraccion manual placenta,1,1,1,10D17Z9,1,False,False,False
extracción MANUAL placenta,1,1,1,10D17Z9,1,False,False,False
extracción cuerpo extraño esofago,1,1,1,9802,9,False,False,False
extracción de cuerpo extraño,1,1,1,9815,9,False,False,False
extracción de diu,1,1,1,9771,9,False,False,False
extracción manual placenta,1,1,1,10D17Z9,1,False,False,False
extrasistoles,1,1,1,I4949,I,False,False,False
extrasistoles ventriculares,1,1,1,I493,I,False,False,False
extrasístoles,1,1,1,42760,4,False,False,False
extrasístoles ventriculares,1,1,1,I493,I,False,False,False
exéresis carúncula uretral,1,1,1,0TBD8ZZ,0,False,False,False
exéresis de ganglio centinela,1,1,1,4023,4,False,False,False
exéresis ganglio inguinal dcho,1,1,1,07BH0ZZ,0,False,False,False
f70,1,1,1,F70,F,False,False,False
fIV,1,1,1,O09813,O,False,False,False
fallo cardiaco derecho,1,1,1,4280,4,False,False,False
fallo de induccion,1,1,1,O610,O,False,False,False
fallo de inducción,1,1,1,O610,O,False,False,False
fallo de medro,1,1,1,R6251,R,False,False,False
fallo hepatico,1,1,1,K7200,K,False,False,False
fallot corregido,1,1,1,V1365,V,False,False,False
falsa via uretral,1,1,1,N365,N,False,False,False
falta de progresión parto,1,1,1,O621,O,False,False,False
fang biliar,1,1,1,K838,K,False,False,False
fap,1,1,1,I480,I,False,False,False
fascitis necrotizante,1,1,1,72886,7,False,False,False
fatiga cronica,1,1,1,R5382,R,False,False,False
febre,1,1,1,78060,7,False,False,False
febre qx,1,1,1,R5082,R,False,False,False
febricula,1,1,1,R509,R,False,False,False
febricular,1,1,1,R509,R,False,False,False
febriculas,1,1,1,R509,R,False,False,False
