dataset,Literal_required_clean,token_len
leaderboard,dislipémica,5
leaderboard,Microcirugia laringe,6
leaderboard,TC toràcica,6
leaderboard,Sindrome de Noonan,5
leaderboard,Dispepsia,4
leaderboard,Adenofibroma seroso,7
leaderboard,cordón corto parto,5
leaderboard,Amputación supracondilea,9
leaderboard,Rubeola : NEGATIVO,8
leaderboard,recambio de catéter doble j izquierdo,8
leaderboard,COXARTROSIS DCHA,8
leaderboard,rpm prematuro,4
leaderboard,a pòs,5
leaderboard,Tendinitis de Quervain,8
leaderboard,condiloma vagina,5
leaderboard,Nefrolitiasis,4
leaderboard,Crisis convulsivas rn,6
leaderboard,Glaucoma bilateral,4
leaderboard,granuloma,3
leaderboard,Polipectomía endometrial,5
leaderboard,Hernia discal part,5
leaderboard,augmentine,4
leaderboard,punción lumbar,4
leaderboard,HemIcolectomía,6
leaderboard,HIPOTIROIDISMO parto,8
leaderboard,MAO,4
leaderboard,AngioTC toracico,4
leaderboard,Diverticulosis colónica,5
leaderboard,Perforación timpanica,7
leaderboard,Feto pequeño para edad gestacional,8
leaderboard,metrorràgia 2t,9
leaderboard,Condilomas parto,6
leaderboard,Bocio multinodular parto,7
leaderboard,traqueoscopia,4
leaderboard,medicamento,3
leaderboard,Trastorno depresivo,4
leaderboard,Polipnea rn,7
leaderboard,Trastorno autista,4
leaderboard,Ductus arterioso permeable,7
leaderboard,fad,4
leaderboard,xarelto,4
leaderboard,queilorrinoplàstia,9
leaderboard,caída por las escaleras,6
leaderboard,preeclampsia grave,4
leaderboard,Alérgica a ibuprofeno,6
leaderboard,hernioplastia inguinal bilateral,7
leaderboard,desgarro perineal,4
leaderboard,profiláctica ovario,4
leaderboard,cocaina parto,5
leaderboard,c541,5
leaderboard,K21.9,6
leaderboard,hidrocefalia,3
leaderboard,OLigoamnios,6
leaderboard,sv jose,6
leaderboard,Ecografía testicular,4
leaderboard,Ulceració vulvar,5
leaderboard,Anemización severa,5
leaderboard,Cateterismo ureteral izquierdo,6
leaderboard,Ecocardiografía,3
leaderboard,legrado obstetrico evacuador,8
leaderboard,Artrodesis,4
leaderboard,ECO 2,4
leaderboard,Anemia pOSPARTO,7
leaderboard,nalgas,3
leaderboard,37+5 SEMANAS,7
leaderboard,GS:AB+,6
leaderboard,les parto,4
leaderboard,vaginitis parto,5
leaderboard,Gammagrafia,4
leaderboard,prótesis de cadera derecha,6
leaderboard,cdis,4
leaderboard,40 +5 semanas,6
leaderboard,vòmit,5
leaderboard,Retirada de cerclaje cervical,7
leaderboard,Rx tòrax,5
leaderboard,Estenosis aórtica,4
leaderboard,IMC 46,4
leaderboard,Se extrae coagulo,6
leaderboard,gentamicina,3
leaderboard,Dextrocàrdia,7
leaderboard,rotavirus,3
leaderboard,Colitis de probable etiologia infecciosa,7
leaderboard,Deficit acido folico,7
leaderboard,Esterilidad,4
leaderboard,EXPANSOR mama bilateral,8
leaderboard,Carcinoma in situ mamella,7
leaderboard,Trastorno de conducta,5
leaderboard,desgarro 1,4
leaderboard,multipara,4
leaderboard,CoVid part,5
leaderboard,hemofilia B parto,5
leaderboard,lipodistrofia,4
leaderboard,DM 1 parto,5
leaderboard,CATETER VENOSO CENTRAL,6
leaderboard,Gammagrafía pulmonar,5
leaderboard,MIOMATOSO,6
leaderboard,ABORTO TARDÍO,9
leaderboard,OSTEOPOROSI,6
leaderboard,Tabaquismo parto,4
leaderboard,Asperger,3
leaderboard,"Grupo sanguíneo: 0, +",8
leaderboard,Legrado obstétrico evacuador,7
leaderboard,talassemia minor part,8
leaderboard,oblicua,3
leaderboard,Alergico a penicilina,6
leaderboard,Deterioro cognitivo ligero,5
leaderboard,leiomiomas intramurales,8
leaderboard,Incontinencia fecal y urinaria,6
leaderboard,v12.59,6
leaderboard,colitis ulcerosa,4
leaderboard,ALERGIA PENICILINA,5
leaderboard,podálica gemelos,5
leaderboard,re -,4
leaderboard,Pneumònia NEUMOCOCO,10
leaderboard,PTR izq cementada,8
leaderboard,diverticulosis parto,5
leaderboard,rectorragia post-polipectomía,7
leaderboard,GS AB (+),5
leaderboard,Anemia feropenica,6
leaderboard,Migrañas con aura part,7
leaderboard,TAC-TAP,6
leaderboard,quemadura 10,4
leaderboard,INSUFICIENCIA AORTICA,6
leaderboard,Mioma part,5
leaderboard,Dolor toracic atipic,7
leaderboard,ascitis,3
leaderboard,Canal lumbar estrecho,5
leaderboard,tto,3
leaderboard,RE NEGATIVOS,5
leaderboard,Tos,3
leaderboard,COLOCACIÓN DE MALLA PARA INCONTINENCIA TIPO ATOMS,16
leaderboard,HIERRO IV,6
leaderboard,hta irc 6,7
leaderboard,Hipercolesterolèmia parto,6
leaderboard,prótesis mamaria,4
leaderboard,quistes de Naboth,7
leaderboard,Depresion y ansiedad,7
leaderboard,RGE part,4
leaderboard,Microcefalia,4
leaderboard,retraso pondoestatural 2,8
leaderboard,reconstrucción mamaria,4
leaderboard,alprazolam,3
leaderboard,cervix corto,5
leaderboard,Trastorno Adaptativo con Ansiedad,7
leaderboard,hta irc icc,8
leaderboard,Tacto rectal,4
leaderboard,Asma bronquial leve,5
leaderboard,Litiasis ureteral derecha,5
leaderboard,Trastorno depresivo con síntomas psicóticos,7
leaderboard,cefalea post punción lumbar,6
leaderboard,fiebre posparto,4
leaderboard,Adenopaties retroperitoneals,7
leaderboard,38.3 semanas,6
leaderboard,Aplastamientos vertebrales,6
leaderboard,Fumador,3
leaderboard,deterioro cognitivo severo,5
leaderboard,fallo induccion,5
leaderboard,anexectomia esquerra lap,7
leaderboard,Diabetes Gestacional rn,8
leaderboard,Hipoacussia neurosensorial bilateral,8
leaderboard,bronquiolitis aguda,4
leaderboard,Cateterización de arteria radial izquierda,8
leaderboard,STC bilateral,5
leaderboard,salpinguectomia,6
leaderboard,CPRE esfinterotomia,6
leaderboard,utero bicorne part,7
leaderboard,Papiloma intracanalicular,7
leaderboard,dolor abdominal,4
leaderboard,PRESÍNCOPES,6
leaderboard,Dinamica uterina,6
leaderboard,Desgarro grado 2,6
leaderboard,obstrucción carotídeo y vertebral derecho,7
leaderboard,DESPROPORCIÓN PELVICO-CEFÁLICA,15
leaderboard,mtx. ósea,6
leaderboard,Sd ansioso parto,5
leaderboard,angio tac toracico,5
leaderboard,HIPOTIROIDISMO 3T,9
leaderboard,Cardiopatia isquémica,5
leaderboard,laparoscópica-robótica,7
leaderboard,Anemia ferropenica part,7
leaderboard,RN vivo,4
leaderboard,DM anteparto,5
leaderboard,miomatoso,4
leaderboard,MALADAPTACIÓN PULMONAR,7
leaderboard,: 0 RH positivo,7
leaderboard,Deficit de vit d,7
leaderboard,cst,4
leaderboard,Traqueomalàcia congènita,11
leaderboard,i resp cronica,5
leaderboard,Prótesis de ambas rodillas,6
leaderboard,Rinovirus,5
leaderboard,AFASIA,5
leaderboard,insuficiencia mitral,4
leaderboard,Circular prieta,6
leaderboard,ALERGIA pENICILINA,6
leaderboard,INSUFICIENCIA RESPIRATORIA crónica,5
leaderboard,tac torax,4
leaderboard,metástasis axilares,4
leaderboard,pòlips gàstrics,8
leaderboard,Hipogonadismo hipogonadotropo,8
leaderboard,tabaco,3
leaderboard,Rizartrosis bilateral,6
leaderboard,rádica,4
leaderboard,21 semanas,4
leaderboard,historia GEU,5
leaderboard,Absceso postoperatorio,4
leaderboard,colestasis,3
leaderboard,Hipotiroidismo 2t,5
leaderboard,hemorragia postparto,4
leaderboard,Preeclampsia leve.,6
leaderboard,diarrea crónica,4
leaderboard,melanoma,3
leaderboard,RE POSITIVO +++,5
leaderboard,lactancia artificial,4
leaderboard,NO DESEA LACTANCIA,7
leaderboard,Gestante de 40,6
leaderboard,TUMORECTOMÍA mama derecha,8
leaderboard,alergia Penicilina,5
leaderboard,Escleros multiple parto,7
leaderboard,Anorexia nerviosa,4
leaderboard,ÓSEAS,5
leaderboard,Hipertension gestacional,5
leaderboard,adenoidectomia yamigdalectomia,8
leaderboard,Extabac,5
leaderboard,HISTERECTOMIA,6
leaderboard,cervicalgia posparto,4
leaderboard,Aborto incompleto,5
leaderboard,Urolitiasis,4
leaderboard,poliuria,3
leaderboard,IT,3
leaderboard,desgarro perineal de segundo grado,7
leaderboard,tiroiditis de Hashimoto,6
leaderboard,655.03,6
leaderboard,Hiperprolactinemia parto,7
leaderboard,re+,4
leaderboard,EA,3
leaderboard,Grupo sanguíneo: B positivo,7
leaderboard,MIoma,4
leaderboard,IMC: 41,5
leaderboard,sd poliglandular,6
leaderboard,Trastorno adaptativo parto,5
leaderboard,Grupo sanguíneo: 0 +,7
leaderboard,MIOMA,4
leaderboard,Finegoldia,6
leaderboard,FÍSTULA DE LCR,8
leaderboard,Historia de SARS Cov 2,8
leaderboard,ALERGICO A PENICILINA,7
leaderboard,Colestasis part,6
leaderboard,Nódulo tiroideo part,5
leaderboard,Dilatación pelvis renal,5
leaderboard,ECO TV,4
leaderboard,carcinoma invasivo,4
leaderboard,Nebulitzacions,7
leaderboard,Monitorizacion fetal,5
leaderboard,MIOMA vagina,5
leaderboard,alcohol parto,4
leaderboard,SGB+,5
leaderboard,CISTOPROSTATECTOMÍA RADICAL lap,15
leaderboard,les parto,4
leaderboard,: 0 positivo,6
leaderboard,exeresis piel nasal,6
leaderboard,Rx parrilla costal,5
leaderboard,anexectomia bilateral laparoscopica,8
leaderboard,Alergias medicamentosas: nolotil,6
leaderboard,depresiva,3
leaderboard,Esófago de Barrett,6
leaderboard,itu E.faecalis,8
leaderboard,rpm 1,4
leaderboard,fracuta,4
leaderboard,prematuridad 1750,5
leaderboard,RE: positivo,5
leaderboard,EEG,3
leaderboard,portador de DAI,5
leaderboard,Apgar1,4
leaderboard,valvula dederivació ventriculo-peritoneal,12
leaderboard,abortadora habitual,5
leaderboard,ENDOMETRIOSIS PROFUNDA DE OVARIO IZQUIERDO,14
leaderboard,hemibloqueo anterior,5
leaderboard,a pos,4
leaderboard,12 sem,4
leaderboard,Sutura vaginal,4
leaderboard,febril qx,5
leaderboard,A : NEGATIVO,6
leaderboard,COLECISTECTOMÍA Lap,11
leaderboard,Desgarro PERINEAL II,8
leaderboard,anorexia nerviosa parto,5
leaderboard,PTR izquierda cementada,8
leaderboard,ceftazidima,4
leaderboard,Historia de Fractrura,7
leaderboard,COVID parto,4
leaderboard,SPBF,5
leaderboard,vaginosis bacteriana,5
leaderboard,herniorrafia inguinal derecha,6
leaderboard,Pirosis,4
leaderboard,Esteatosis hepática,5
leaderboard,Histerocopia quirúrgica,6
leaderboard,soplo inocente,4
leaderboard,Sd de Blackfan Diamond,9
leaderboard,Amigdalitis aguda no especificada,7
leaderboard,tos,3
leaderboard,imc 41,5
leaderboard,HBP,3
leaderboard,Hemitiroidectomia,6
leaderboard,ERC,3
leaderboard,hipotiroidismo qx part,6
leaderboard,ANEXECTOMIA BILATERAL LAP,9
leaderboard,Distimia,4
leaderboard,Hipotiroidismo part,4
leaderboard,ILE por Trisomia,7
leaderboard,Alergia Nolotil,4
leaderboard,polimicrogiria frontal bilateral,9
leaderboard,Descompensacio ascitica,8
leaderboard,Esofagitis eosinofílica,6
leaderboard,PTI part,5
leaderboard,herpes simple,4
leaderboard,Ependimoma ventriculo,8
leaderboard,estimulacion oxitocínica,7
leaderboard,bsGC,5
leaderboard,disfuncion renal,5
leaderboard,Nefropatía diabetica,6
leaderboard,trastorno ventilatorio restrictivo,5
leaderboard,Historia de Colicos renales de repetición,9
leaderboard,Alergica a plantas,6
leaderboard,GSRH:O positivo,7
leaderboard,Artritis Reumatoide,4
leaderboard,febril posparto,4
leaderboard,Alergica AMOXICILINA,7
leaderboard,augmentine,4
leaderboard,meniscectomía derecha,6
leaderboard,Anemia macrocítica,5
leaderboard,IVE,4
leaderboard,trastorno ansioso depresivo,5
leaderboard,Mastectomia derecha,5
leaderboard,Hermana cáncer de mama,7
leaderboard,Monorrena quirugica,8
leaderboard,Protesis de rodilla bilateral,7
leaderboard,ca mama bilaterl,7
leaderboard,Tumorectomía mama bilateral,6
leaderboard,Sdm depresivo,5
leaderboard,Hipogonadismo hipergonadotropo,9
leaderboard,ALERGIA pirazolona,6
leaderboard,eventración paraumbilical,6
leaderboard,Podálica,4
leaderboard,ABORTO INCOMPLETO,9
leaderboard,Ecografía obstétrica,4
leaderboard,neo mucinosa,6
leaderboard,36,3
leaderboard,desgarro 1 grado,5
leaderboard,distensión abdominal,4
leaderboard,Hipoglucemias,5
leaderboard,ecografia obs,4
leaderboard,Klebsiella oxytoca,6
leaderboard,RX Tórax,4
leaderboard,pescado,3
leaderboard,celiaquia parto,5
leaderboard,Trastono adaptativo,5
leaderboard,Aborto tardio,6
leaderboard,fotofobia,3
leaderboard,Radiografía cervical,4
leaderboard,Alérgica claritromicina,5
leaderboard,reflux gastroesofàgic,8
leaderboard,strip I,5
leaderboard,"GsRh, A positivo",9
leaderboard,caída accidental,4
leaderboard,Tos ferina,4
leaderboard,ANEXECTOMÍA BILATERAL,7
leaderboard,carcinoma endometroide,6
leaderboard,Cataracta senil inespecificada,7
leaderboard,ampicilina,3
leaderboard,sutura vesical,4
leaderboard,hipertrofia endometrial,4
leaderboard,h Fractura,4
leaderboard,Asma alergica,5
leaderboard,Nódulo pulmonar,4
leaderboard,Litiasis Renal,4
leaderboard,Vaginosis,4
leaderboard,cateter arterial,4
leaderboard,Grupo 0 +,5
leaderboard,laceración en horquilla vaginal,8
leaderboard,Nefrectomía radical dreta laparoscópia,9
leaderboard,HIDROCEFALIA OBSTRUCTIVA,11
leaderboard,ductus arterioso persitente,7
leaderboard,"Artrosi secundària, espatlla dreta",12
leaderboard,Dermatitis seborreica parto,5
leaderboard,Corticoterapia,5
leaderboard,conización part,5
leaderboard,artropatía,4
leaderboard,sgb parto,6
leaderboard,CARCINOMA RENAL DE CÉLULAS CLARAS,12
leaderboard,Tumor vesical,4
leaderboard,seroma cesrea,6
leaderboard,condropatía femoralinterna grado III,9
leaderboard,BiPAP,4
leaderboard,CMV parto,4
leaderboard,UHN izquierda,6
leaderboard,METRORRAGIA POSTIVE,10
leaderboard,alergia a los acaros,7
leaderboard,SEPTOPLASTIA,7
leaderboard,Rm cerebral,5
leaderboard,Linfadenectomia axilar derecha,7
leaderboard,Infección Respiratoria,4
leaderboard,Prematuridad 36,6
leaderboard,antibiótico,3
leaderboard,obesidad mórbida,4
leaderboard,RAM,3
leaderboard,LT,3
leaderboard,absceso mamario,4
leaderboard,RE NEGATIVO,4
leaderboard,290.3,5
leaderboard,SGB,4
leaderboard,mutacion protombina,7
leaderboard,Alérgica a Penicilinas,7
leaderboard,Atrofia renal izquierda,5
leaderboard,ALERGIA A PENICILINA,6
leaderboard,Shock Séptico,5
leaderboard,Hiperglicemia,4
leaderboard,vídeo EEG,4
leaderboard,control posparto,4
leaderboard,embarazo cronológicamente prolongado,6
leaderboard,Cardiopatia isquémica,5
leaderboard,Discopatía degenerativa L5-S1,10
leaderboard,tce sin pc,6
leaderboard,Hemofilia,3
leaderboard,Disfagia,4
leaderboard,GS O rh positivo,6
leaderboard,insuficiencia cardiaca biventricular,5
leaderboard,Bradicardia sinusal,5
leaderboard,Polipectomia mediante histeroscopia quirúrgica,9
leaderboard,Asma parto,4
leaderboard,Fiebre rn,5
leaderboard,arritmia benigna,4
leaderboard,Gonartrosis D,5
leaderboard,MIOMA anteparto,6
leaderboard,661.43,6
leaderboard,Amenorrea: 41,7
leaderboard,Protesis de cadera dcha .,8
leaderboard,Talla baja,4
leaderboard,bipolar,3
leaderboard,H11.001,6
leaderboard,radiografia rodilla bilateral,5
leaderboard,ictericia neonatal,4
leaderboard,HTA irc 3b,7
leaderboard,Sincope,4
leaderboard,duodenoscopia,4
leaderboard,espondiloartrosis lumbar,5
leaderboard,Quimioterapia,3
leaderboard,sonda vesical,4
leaderboard,sangrado posparto,4
leaderboard,Traqueotomía,5
leaderboard,asma anteparto,5
leaderboard,doble J derecho,5
leaderboard,HBP,3
leaderboard,barrera idiomática,4
leaderboard,Diástasis de recto,7
leaderboard,miomas part,4
leaderboard,desgarro 3 grado,5
leaderboard,RM medular,4
leaderboard,CDI MD,4
leaderboard,Ligadura tubarica,7
leaderboard,anemia microcítica e hipocromica,9
leaderboard,escoliosis parto,4
leaderboard,Radiografía de tórax y abdomen,7
leaderboard,Anemia ferropenica part,7
leaderboard,anemia ferropenica parto,7
leaderboard,multirresistente,4
leaderboard,CISTOADENOMA SEROSO,9
leaderboard,NACO,4
leaderboard,Vertigen i mareig,8
leaderboard,laringitis,3
leaderboard,Cirrosis hepática,4
leaderboard,quistectomia ovarica lap,9
leaderboard,S. Aureus,6
leaderboard,port a cath,6
leaderboard,Diabetes Gestacional,6
leaderboard,Apneas del sueño,6
leaderboard,hipomagnesemia,3
leaderboard,Escoliosis lumbar,5
leaderboard,sutura episiotomia,5
leaderboard,"Grupo sanguíneo: O, Rh: POSITIVO",10
leaderboard,Nódulo pulmonar,4
leaderboard,Neutropenia,4
leaderboard,CISTOPROSTATECTOMÍA RADICAL lap,15
leaderboard,Aborto,4
leaderboard,ecografia cadera izq,5
leaderboard,ein,4
leaderboard,Aminiocentesis,5
leaderboard,Transfusión de 1 CH,6
leaderboard,MC/BA,5
leaderboard,onfalitis rn,7
leaderboard,Amenaça part prematur,8
leaderboard,cicatricial,3
leaderboard,Hematoma de pared abdominal,6
leaderboard,salpinguectomía bilateral laparoscópica,8
leaderboard,dermatitis dishidrótica,7
leaderboard,Metrorragia anemizante,7
leaderboard,distonía larínge,6
leaderboard,hipotiroidisme part,7
leaderboard,Madden izquierda,5
leaderboard,III plano OA,5
leaderboard,TC CEREBRO SIN/CON CONTRASTE,11
leaderboard,tumoración,3
leaderboard,Colitis ulcerosa,4
leaderboard,gastritis crónica part,5
leaderboard,Hemangioma hepático,6
leaderboard,Gastritis crónica,4
leaderboard,MIGRANYA,5
leaderboard,mareos,3
leaderboard,Lupus eritematoso sistémico,5
leaderboard,Psoriasis,3
leaderboard,Down,3
leaderboard,Hipertrigliceridemia parto,5
leaderboard,Tumorectomía mama derecha.,7
leaderboard,herniorrafia umbilical,5
leaderboard,oxígeno,3
leaderboard,Incidentaloma suprarrenal izquierda,7
leaderboard,Retención placentaria,5
leaderboard,Anexectomía derecha laparoscopia,7
leaderboard,Cva,4
leaderboard,levetiracetam,4
leaderboard,Hemicolectomia,5
leaderboard,ca Mama izquierda,5
leaderboard,rinitis,3
leaderboard,Ca.endometrio,7
leaderboard,57.22,5
leaderboard,TRISOMIA,6
leaderboard,deposiciones líquidas,4
leaderboard,Dostinex,5
leaderboard,Se administra gammaglobulina anti D,8
leaderboard,TC-toracoabdominal,7
leaderboard,Déficit Proteína S parto,6
leaderboard,cistectomía radical lap,7
leaderboard,Absceso tuboovarico,7
leaderboard,RESTOS PLACENTARIOS,8
leaderboard,VASECTOMIA,5
leaderboard,Miocardiopatía dilatada isquémica,5
leaderboard,Desgarros I grado,7
leaderboard,hta irc 4,7
leaderboard,ceftriaxona,3
leaderboard,Nefrocalcinosis,5
leaderboard,obesidad morbida parto,6
leaderboard,DOBLE ANEXECTOMÍA,9
leaderboard,Riñón en herradura,6
leaderboard,Podálica anteparto,6
leaderboard,historia de neumonias,6
leaderboard,ca mama bialteral,7
leaderboard,disartria,3
leaderboard,amigdalectomía,4
leaderboard,Depresión mayor,4
leaderboard,HIPERACTIVIDAD VESICAL,9
leaderboard,CIN 1 parto,5
leaderboard,queratocono,4
leaderboard,Anemia de transtornos crónicos,7
leaderboard,Adherencias part,6
leaderboard,DA lap,5
leaderboard,Crohn parto,4
leaderboard,hallux valgus bilateral,7
leaderboard,arteria umbilical única,5
leaderboard,SOP parto,4
leaderboard,mioma subseroso part,7
leaderboard,endometritis aguda,5
leaderboard,DA,3
leaderboard,estenosis laringea,5
leaderboard,Déficit factor VII parto,6
leaderboard,deficit Vit D parto,6
leaderboard,Migrañas PARTO,6
leaderboard,Radiografia de tòrax,7
leaderboard,angio tac torax,5
leaderboard,faldon abdominal,5
leaderboard,ECOGRAFIA TRANSVAGINAL,8
leaderboard,úlcera gástrica parto,5
leaderboard,resección gástrica,4
leaderboard,Carcinoma endometrio,4
leaderboard,Hidrosalpinx,7
leaderboard,Trombosis historia,4
leaderboard,COVID parto,4
leaderboard,Leucemia linfoide aguda,5
leaderboard,Reflux gastroesofàgic,8
leaderboard,ca Mama bilateral,5
leaderboard,Colestasis gravídica part,9
leaderboard,"Contusió de pulmó, bilateral",10
leaderboard,Síndrome depresivo mayor,5
leaderboard,coma,3
leaderboard,Retención de DIU,6
leaderboard,Fibriliación auricular,7
leaderboard,cigarrillos,3
leaderboard,historia ait,5
leaderboard,antibiótcio,5
leaderboard,FIBROMA,5
leaderboard,parkinsonismo vascular,4
leaderboard,Gen Protrombina part,5
leaderboard,edoxaban,5
leaderboard,ECOGRAFÍA UROLÓGICA,5
leaderboard,PARACETAMOL,3
leaderboard,IMC 29,4
leaderboard,Rinitis perenne,5
leaderboard,Leucopenia neonatal,5
leaderboard,LITIAIS RENAL,6
leaderboard,cordon largo,5
leaderboard,V15.82,6
leaderboard,Quiste Hemorrágico Derecho,7
leaderboard,LITIASIS RENAL,7
leaderboard,Migrañas con aura part,7
leaderboard,obesidad mórbida part,5
leaderboard,quiste sacro,4
leaderboard,ANTIBIÓTICA,6
leaderboard,carcinoma seroso de alto grado,7
leaderboard,cesrea,4
leaderboard,ostoporosis,5
leaderboard,enfermedad pélvica inflamatoria,5
leaderboard,pàrt,5
leaderboard,diverticulosis sigmoidea,6
leaderboard,PCR COVID: NEGATIVO,6
leaderboard,NO PROGRESIÓN DE PARTO,9
leaderboard,Neoplasia urotelial,4
leaderboard,Hipoacusia neurosensorial derecha,5
leaderboard,trastorno adaptativo,4
leaderboard,estreñimiento,3
leaderboard,Polimicrogiria,8
leaderboard,déficit factor VIII,5
leaderboard,Dermatitis Atópica parto,6
leaderboard,Anorexia nerviosa parto,5
leaderboard,Colonoscopia,3
leaderboard,SPECT cerebro,4
leaderboard,nefropatía IgA.,5
leaderboard,Carcinoma invasivo,4
leaderboard,historia Ictus iquémico,7
leaderboard,biopsia Mama derecha,5
leaderboard,Coriamnionitis anteparto,9
leaderboard,INSUFICIENCIA MITRAL,5
leaderboard,historia Pólipo colon,6
leaderboard,Alergia a metamizol,5
leaderboard,Mioma utero,5
leaderboard,Radiografía de torax,5
leaderboard,Ansiedad,3
leaderboard,Hernia hiato,4
leaderboard,historia RETINOBLASTOMA,9
leaderboard,tea,3
leaderboard,TAC torácico,4
leaderboard,doble anexectomía,5
leaderboard,36 semanas,4
leaderboard,Historia de Guillain-Barré,7
leaderboard,estenosis aci,4
leaderboard,Biopsia cervical:,5
leaderboard,atelectasia,3
leaderboard,CÓLICO RENAL DERECHO,7
leaderboard,SGB POSITIVO,5
leaderboard,poliposis colonica,5
leaderboard,insuficiencia venosa parto,5
leaderboard,dolor abdominal anteparto,6
leaderboard,endometriomas ováricos,6
leaderboard,LINFADENECTOMIA AXILAR,10
leaderboard,distocia de hombros,7
leaderboard,IC descompensada,4
leaderboard,Gentamicina,4
leaderboard,Alérgico a clindamicina,6
leaderboard,Hipertensión intracraneal idiopática,5
leaderboard,quiste renal,4
leaderboard,ovario poliquístico parto,5
leaderboard,legrado obstétrico evacuador,7
leaderboard,Luxación congénita de cadera,7
leaderboard,cdi mtx,6
leaderboard,celiaquía part,4
leaderboard,ITU de repetición parto,6
leaderboard,reba,3
leaderboard,sarcoidosis parto,4
leaderboard,colecistectomía laparoscópica,4
leaderboard,depresivo,3
leaderboard,hepatica,3
leaderboard,Litiaisi renal,6
leaderboard,Amputación supracondilea izquierda,10
leaderboard,Otitis mitjana aguda,6
leaderboard,quistes hepáticos,4
leaderboard,RM dorsal,4
leaderboard,Mastectomía izquierda,5
leaderboard,Amenaza de aborto,7
leaderboard,"GRUPO SANGUINEO B, Rh Positivo",10
leaderboard,Grupo sanguineo 0+,7
leaderboard,cdis mama der,6
leaderboard,Urticaria crónica,5
leaderboard,Historia de stent,5
leaderboard,candidiasis vaginal part,5
leaderboard,Criptorquídia esquerra,7
leaderboard,Quiste simplerenal,6
leaderboard,cortis,3
leaderboard,sutura vagina,4
leaderboard,SCA,3
leaderboard,Klebsiella pneumoniae,4
leaderboard,ex-Pretermino,7
leaderboard,COXATROSIS DERECHA,7
leaderboard,Enfermedad de Steinert,6
leaderboard,laceracion en labio,6
leaderboard,biopsias colón,5
leaderboard,DPC,4
leaderboard,Puérpera,5
leaderboard,dematitis atópica parto,6
leaderboard,Adherencias parto,6
leaderboard,amigdalitis a repetición,5
leaderboard,Lumbalgia parto,4
leaderboard,Asma,3
leaderboard,Adenoflemón,6
leaderboard,nefrectomía parcial izquierda laparoscópica,6
leaderboard,fiebre rn,5
leaderboard,retinopatia diabetica,6
leaderboard,carcinoma urotelial papilar,5
leaderboard,v5041,5
leaderboard,Ulcera duodenal,5
leaderboard,alfa-talassemia part,9
leaderboard,Enolismo,4
leaderboard,mordedura de perro,5
leaderboard,35 sem,4
leaderboard,hernioplastia umbilical con colocación de malla,10
leaderboard,c61,4
leaderboard,bulimia nerviosa parto,5
leaderboard,Ca endometri,4
leaderboard,PTR izqda,6
leaderboard,33,3
leaderboard,"E.Coli,",7
leaderboard,Neumonia COVID parto,5
leaderboard,ligadura tubárica derecha,6
leaderboard,recambio de Expansor,6
leaderboard,ITU,3
leaderboard,Radiografía de Abdomen,5
leaderboard,Retención de placenta,6
leaderboard,Quilotórax,5
leaderboard,Sínd Lynch,5
leaderboard,Ca. epidermoide,5
leaderboard,fibrilación auricular permanente,5
leaderboard,Bulimia nerviosa parto,6
leaderboard,Tabac part,5
leaderboard,covid parto,4
leaderboard,Micosis fungoide,7
leaderboard,279.06,5
leaderboard,Transtorno ansioso-depresivo,7
leaderboard,depresion,4
leaderboard,anemia puerperal,4
leaderboard,multipara añosa,6
leaderboard,glaucoma,3
leaderboard,BOCIO INTRATORÁCICO,8
leaderboard,Sind. mielodisplasico,8
leaderboard,Esferocitosis congénita,6
leaderboard,65501,5
leaderboard,obesitat 3t,7
leaderboard,neumotórax rn,5
leaderboard,cesáre,5
leaderboard,Varices pélvicas,5
leaderboard,lavado gástrico,4
leaderboard,Alteración visual,4
leaderboard,marcapàs,5
leaderboard,Fumadora part,4
leaderboard,ile por trisomía,5
leaderboard,extracción manual placentaria,5
leaderboard,bronquiectasia,4
leaderboard,DA laparoscópica,4
leaderboard,diabetes mellitus tipo 1,6
leaderboard,anti-D jose,7
leaderboard,Sobrepeso parto,5
leaderboard,Fibrosis quística,4
leaderboard,Hipotiroidisimo part,7
leaderboard,diverticulitis,3
leaderboard,Desgarro vaginales,5
leaderboard,recambio de catéter doble j izquierdo,8
leaderboard,Psoriasis part,4
leaderboard,Glaucoma,3
leaderboard,VULVECTOMÍA RADICAL,9
leaderboard,HISTERECTOMIA total LAPAROSCÓPICA,14
leaderboard,Anemia ferropenica part,7
leaderboard,Ex-prematura,7
leaderboard,Insuficiencia cardiaca,4
leaderboard,anexectomía bilateral por Laparoscopia,8
leaderboard,Insuficiencia Mitral parto,6
leaderboard,Hiperreactvidad bronquial,8
leaderboard,dinamica uterina irregular,6
leaderboard,cirugia profilactica ovario,7
leaderboard,"Desgarro I ,",6
leaderboard,ciclo de quimioterapia,5
leaderboard,diazepam,3
leaderboard,VM 3,4
leaderboard,FPI,4
leaderboard,alergia contrastes yodados,6
leaderboard,oxitocinica,6
leaderboard,desgarro grado 1.,6
leaderboard,retencion placentaria,5
leaderboard,microangiopatía trombótica,4
leaderboard,Bloqueo av 1 grado,6
leaderboard,Historia de quimio,5
leaderboard,"Grupo sanguíneo A, Rh negativo",8
leaderboard,IC,3
leaderboard,DESNUTRICIÓN,6
leaderboard,cistectomía radical laparoscópica,6
leaderboard,Hipertensión arterial -Insuficienta renal crónica,11
